name,species,gender,house,blood
Mentor Metaxas,Human,Male,unknown,unknown
Michael,Human,Male,Gryffindor,unknown
Eloise Midgen's father,Human,Male,Gryffindor,Pure-blood
Godfrey Midhurst,Human,Male,Ravenclaw,unknown
Luc Millefeuille,Human,Male,unknown,unknown
Byron Miller,Human,Male,Slytherin,unknown
Sean Miller,Human,Male,unknown,unknown
Millford Quisling,Human,Male,unknown,unknown
Nicholas de Mimsy-Porpington,unknown,Male,Gryffindor,unknown
Harold Minchum,Human,Male,unknown,unknown
Minerva McGonagall's hornbill,unknown,Male,unknown,unknown
Minister for Magic Support Staff official,Human,Male,unknown,Pure-blood
Ministry of Magic lift attendant,Human,Male,unknown,unknown
Ministry of Magic meeting assigner,Human,Male,unknown,Pure-blood
Unidentified Ministry of Magic Wizard at the 1994 Quidditch World Cup,Human,Male,unknown,unknown
Marcus Minucius,Human,Male,unknown,unknown
Jacques Miskine,Human,Male,unknown,unknown
Tobias Misslethorpe,Human,Male,unknown,unknown
Titus Mitcham,Human,Male,Slytherin,unknown
Lars Moberly,Human,Male,unknown,unknown
Cuthbert Mockridge,Human,Male,unknown,unknown
Arnulf Moe,Human,Male,unknown,unknown
Raza Mohammad,Human,Male,Gryffindor,unknown
Dave Monk,Human,Male,unknown,Muggle
Jack Monk,Human,Male,unknown,Muggle
Tom Monk,Human,Male,unknown,Muggle
Graham Montague's father,Human,Male,unknown,unknown
Graham Montague,Human,Male,Slytherin,unknown
Montgomery,Human,Male,unknown,Pure-blood
Phillip Montgomery,Human,Male,Ravenclaw,unknown
Tiago Montoya,Human,Male,unknown,unknown
Alastor Moody,Human,Male,unknown,Pure-blood
Alastor Moody's father,Human,Male,unknown,Pure-blood
Dennis Moon,Human,Male,unknown,unknown
Regulus Moonshine,Human,Male,unknown,unknown
Mopsus (Potter-era),Human,Male,unknown,unknown
Mopsus (antiquity),Human,Male,unknown,unknown
Timothy Morcott,Human,Male,Slytherin,unknown
Ethelbard Mordaunt,Human,Male,unknown,unknown
Daryl Morden,Human,Male,Slytherin,unknown
Gormless Morgan's boss,Human,Male,unknown,unknown
Morholt,Giant,Male,unknown,unknown
Morholt's brother,Giant,Male,unknown,unknown
Angelus Moriattis,Human,Male,unknown,unknown
Shawn Morris,Human,Male,Slytherin,unknown
Kevinus Morrisons,Human,Male,unknown,unknown
Mortlake,Human,Male,unknown,unknown
Hassan Mostafa,Human,Male,unknown,unknown
Tatsuya Motoyama,Human,Male,Gryffindor,unknown
Unidentified Mould-on-the-Wold boys,Human,Male,unknown,Muggle
Neil La Mounte,Human,Male,unknown,unknown
Mr Paws,unknown,Male,unknown,unknown
Mr Tibbles,unknown,Male,unknown,unknown
Mr Whiskers,Manticore,Male,unknown,unknown
Muggle Artefact Smuggler,Human,Male,unknown,unknown
Muggle at Circus,Human,Male,unknown,Muggle
Red-haired Muggle boy,Human,Male,unknown,Muggle
Unidentified Muggle driver,Human,Male,unknown,Muggle
Unidentified Muggle man,Human,Male,unknown,Muggle
Unidentified Muggle man who accidentally pushed Harry Potter in 1991,Human,Male,unknown,Muggle
Newspaper seller,Human,Male,unknown,Muggle
Unidentified male Muggle Studies professor,Human,Male,unknown,unknown
Kieran Muirhead,Human,Male,Gryffindor,unknown
Mulciber I,Human,Male,unknown,Pure-blood
Burdock Muldoon,Human,Male,unknown,unknown
Mulpepper,Human,Male,unknown,unknown
Zacharias Mumps,Human,Male,unknown,unknown
Eric Munch,Human,Male,unknown,unknown
Gregory Munslow,Human,Male,Hufflepuff,unknown
Harfang Munter,Human,Male,unknown,unknown
Ismelda Murk's father,Human,Male,unknown,unknown
Eric Murley,Human,Male,unknown,unknown
Roderick Murphy,Human,Male,Gryffindor,unknown
Music classroom monitor,Human,Male,Ravenclaw,Pure-blood
Irfan Mustaq,Human,Male,Slytherin,unknown
Nagel,Human,Male,unknown,unknown
Nagnok,Goblin,Male,unknown,unknown
Napoléon,Human,Male,unknown,unknown
Ned,Shrunken head,Male,unknown,unknown
Caua Nemerus,Human,Male,unknown,unknown
Niko Nenad,Human,Male,unknown,unknown
Nepali wizard,Human,Male,unknown,unknown
Maurice Netto,Human,Male,unknown,unknown
Garrick Newbourne,Human,Male,Slytherin,unknown
Unidentified newspaper vendor,Human,Male,unknown,unknown
Isaac Newton,Human,Male,unknown,Muggle
Nicholas de Mimsy-Porpington's executioner,Human,Male,unknown,Muggle
Nigel,Human,Male,unknown,Pure-blood
Nigel's nephew,Human,Male,Slytherin,Pure-blood
Nigel's nephew's father,Human,Male,unknown,Pure-blood
Unidentified nine-year old,Human,Male,unknown,unknown
Nobby,Human,Male,unknown,unknown
Takashi Noda,Human,Male,Ravenclaw,unknown
Phelan Noel,Human,Male,Gryffindor,unknown
David Nolton,Human,Male,Gryffindor,unknown
Loony Nonby,Human,Male,unknown,unknown
Lord North,Human,Male,unknown,Muggle
Unidentified nose-picking wizard,Human,Male,unknown,unknown
Nott,Human,Male,unknown,Pure-blood
Cantankerus Nott,Human,Male,unknown,Pure-blood
Theodore Nott,Human,Male,Slytherin,Pure-blood
Jonny Nuhaka,Human,Male,unknown,unknown
Neil Nuts,Human,Male,Gryffindor,unknown
NYPD Police Officer No. 247,Human,Male,unknown,Muggle
NYPD Police Officer No. 743,Human,Male,unknown,Muggle
Cormac O'Brien,Human,Male,unknown,unknown
Harvey O'Brien,Human,Male,Hufflepuff,unknown
Aiden O'Connor,Human,Male,Gryffindor,unknown
Banga O'Deluga,Human,Male,Ravenclaw,unknown
Darren O'Hare,Human,Male,unknown,unknown
Uric Oapley,Human,Male,Gryffindor,unknown
Otto Obermeier,Human,Male,unknown,unknown
Oblansk,Human,Male,unknown,unknown
Odbert,Goblin,Male,unknown,unknown
Odbert's father,Goblin,Male,unknown,unknown
Winkus Oddpick,Human,Male,unknown,unknown
Odo,Human,Male,unknown,unknown
Odysseus,Human,Male,unknown,unknown
Sean Ogbourne,Human,Male,Gryffindor,unknown
Bob Ogden,Human,Male,unknown,Half-blood
Tiberius Ogden,Human,Male,unknown,unknown
Ogg,Human,Male,unknown,unknown
Dunbar Oglethorpe,Human,Male,unknown,unknown
Kouta Ohnishi,Human,Male,Hufflepuff,unknown
Olaf,Human,Male,unknown,unknown
Old Man in Portrait,Human,Male,unknown,unknown
Chauncey Oldridge,Human,Male,unknown,unknown
Remy Olivier,Human,Male,Gryffindor,unknown
Barnaby Ollerton,Human,Male,unknown,unknown
Bill Ollerton,Human,Male,unknown,unknown
Bob Ollerton,Human,Male,unknown,unknown
Gifford Ollerton,Human,Male,unknown,unknown
Ollie,Human,Male,unknown,unknown
Wandkeeper,Human,Male,unknown,Pure-blood
Garrick Ollivander,Human,Male,Ravenclaw,Half-blood
Garrick Ollivander's son,Human,Male,unknown,Half-blood
Geraint Ollivander,Human,Male,unknown,Pure-blood
Ollivander (382 B.C. era),Human,Male,unknown,Pure-blood
Gerbold Ollivander,Human,Male,unknown,Pure-blood
Gervaise Ollivander,Human,Male,unknown,Pure-blood
Unidentified orphan,Human,Male,unknown,Muggle
George Orwell,Human,Male,unknown,Muggle
Unctuous Osbert,Human,Male,unknown,Pure-blood
A. Osborn,Human,Male,unknown,Muggle
George Osborne,Human,Male,unknown,unknown
Steven Osterley,Human,Male,Gryffindor,unknown
Oswald,Human,Male,unknown,unknown
Oswald (Niffler),Niffler,Male,unknown,unknown
Myron Otherhaus,Human,Male,unknown,unknown
Anthony Otterburn,Human,Male,Hufflepuff,unknown
Over-attentive wizard,Human,Male,unknown,unknown
Mark Overcliff,Human,Male,Slytherin,unknown
Andrew Owly,Human,Male,Gryffindor,unknown
P. Oxley,Human,Male,unknown,Muggle
Page siblings' father,Human,Male,unknown,Muggle
Daniel Page,Human,Male,unknown,Half-blood
Grant Page,Human,Male,Ravenclaw,unknown
Reggie Page,Human,Male,unknown,Squib
Painting of sinister-looking monks,Human,Male,unknown,unknown
Thomas Paley,Human,Male,Gryffindor,unknown
Lord Palmerston,Human,Male,unknown,Muggle
Rodrigo Palombo,Human,Male,unknown,Muggle
Des Pander,Human,Male,unknown,unknown
Manoj Pandit,Human,Male,Hufflepuff,unknown
Ethan Parkin,Human,Male,unknown,unknown
Walter Parkin,Human,Male,unknown,unknown
Perseus Parkinson,Human,Male,unknown,Pure-blood
Sherwood Partington,Human,Male,Ravenclaw,unknown
Ashish Patel,Human,Male,Hufflepuff,unknown
Patil twins' father,Human,Male,unknown,unknown
Patrick,Augurey,Male,unknown,unknown
Randolph Pauncefoot,Human,Male,unknown,unknown
Earl of Paunchley,Human,Male,unknown,Muggle
Payne,Human,Male,unknown,Muggle
Glanmore Peakes,Human,Male,unknown,unknown
Jimmy Peakes,Human,Male,Gryffindor,Pure-blood
Sean Peakes,Human,Male,Hufflepuff,unknown
Abraham Peasegood,Human,Male,unknown,unknown
Arnold Peasegood,Human,Male,unknown,unknown
Angelus Peel,Human,unknown,unknown,unknown
Peeves,Poltergeist,Male,unknown,unknown
Edward Almeida Peidus,Human,Male,unknown,unknown
Eldon Pembroke,Human,Male,Hufflepuff,unknown
Phoebus Penrose,Human,Male,unknown,unknown
Bertrand de Pensées-Profondes,Human,Male,unknown,unknown
Octavius Pepper,Human,Male,unknown,unknown
Percivale,Human,Male,unknown,unknown
Perkins,Human,Male,unknown,unknown
Russell Perkins,unknown,Male,unknown,Muggle
Damian Perriss,Human,Male,unknown,unknown
Sebastien Perrot,Human,Male,unknown,unknown
Albert Perschky,Human,Male,unknown,unknown
Horatio Pershore,Human,Male,Slytherin,unknown
Peter,Human,Male,Slytherin,unknown
Peter (portrait),Human,Male,unknown,unknown
Peter Pettigrew's unidentified victims,Human,unknown,unknown,Muggle
Asgard Pettersson,Human,Male,unknown,unknown
Peter Pettigrew,Human,Male,Gryffindor,Half-blood
Ignotus Peverell's son,Human,Male,unknown,Pure-blood
Antioch Peverell's enemy,Human,Male,unknown,unknown
Antioch Peverell,Human,Male,unknown,Pure-blood
Antioch Peverell's killer,Human,Male,unknown,unknown
Cadmus Peverell,Human,Male,unknown,Pure-blood
Ignotus Peverell,Human,Male,unknown,Pure-blood
Gareth Pewsey,Human,Male,Hufflepuff,unknown
Thorsten Pfeffer,Human,Male,unknown,unknown
Caractacus Phelps,Human,Male,unknown,unknown
Philip,Human,Male,Hufflepuff,unknown
Arkie Philpott,Human,Male,unknown,unknown
Ronald Phipps,Human,Male,Slytherin,unknown
Miras Phlaras,Human,Male,unknown,unknown
Louka Phyllian,Human,Male,unknown,unknown
Emerett Picardy,Human,Male,unknown,unknown
Picasso,Human,Male,unknown,Muggle
Adam Pickering,Human,Male,Gryffindor,unknown
Constance Pickering's older brother,Human,Male,unknown,Pure-blood
Constance Pickering's Muggle grandfather,Human,Male,unknown,unknown
Matthias Pickering,Human,Male,unknown,unknown
Constance Pickering's Squib brother,Human,Male,unknown,Squib
Pickett,Bowtruckle,Male,unknown,unknown
Lucas Picquery,Human,Male,unknown,unknown
Pigwidgeon,Owl,Male,unknown,unknown
Charles Pikal,Human,Male,unknown,Muggle
Pike,Human,Male,Slytherin,unknown
Podric Piles,Human,Male,Gryffindor,unknown
Justus Pilliwickle,Human,Male,unknown,unknown
Pink-faced Hogwarts Headmaster,Human,Male,unknown,unknown
Pinky,unknown,Male,unknown,unknown
Lemus Pinutius,Human,Male,unknown,unknown
Dagbert Pips,Human,Male,unknown,unknown
Radolphus Pittiman,Human,Male,unknown,unknown
Pitts,House-elf,Male,unknown,unknown
Pius Thicknesse's sycophants,Human,Male,unknown,Pure-blood
Platform Nine and Three-Quarters station guard,Human,Male,unknown,unknown
Yardley Platt,Human,Male,unknown,unknown
Vladimir Plot,Human,Male,unknown,unknown
Roderick Plumpton,Human,Male,unknown,unknown
Josiah Plunkett,Human,Male,unknown,unknown
Mirabella Plunkett's father,Human,Male,unknown,unknown
Samuel Plunkett,unknown,Male,unknown,unknown
Lim Po,Human,Male,unknown,unknown
Quong Po,Human,Male,unknown,unknown
Hector Podmore,Human,Male,unknown,unknown
Sturgis Podmore,Human,Male,unknown,unknown
Royden Poke,Human,Male,unknown,unknown
Rutherford Poke,Human,Male,unknown,unknown
Gulliver Pokeby,Human,Male,unknown,unknown
Poliakoff,Human,Male,unknown,Pure-blood
Piers Polkiss,Human,Male,unknown,Muggle
Ngapo Ponika,Human,Male,unknown,unknown
Roddy Pontner,Human,Male,unknown,unknown
Ivan Popa,unknown,Male,unknown,unknown
Alexander Pope,Human,Male,unknown,Muggle
Wayne Portchester,Human,Male,Gryffindor,unknown
Portrait at the Storeroom (sixth floor),Human,Male,unknown,unknown
Portrait of a goblin,Goblin,Male,unknown,unknown
Portrait of a Healer in St Mungo's Hospital,Human,Male,unknown,unknown
Portrait of a mad old man,Human,Male,unknown,unknown
Portrait of a male nurse in the hospital wing,Human,Male,unknown,unknown
Portrait of a man on a flying carpet,Human,Male,unknown,unknown
Portrait of a scholar,Human,Male,unknown,unknown
Portrait of a sleeping hermit,Human,Male,unknown,unknown
Portrait of a wizard by a rope,Human,Male,unknown,unknown
Portrait of a wizard in black,Human,Male,unknown,unknown
Portrait of a wizard in black flowing robes,Human,Male,unknown,unknown
Portrait of a wizard in blue,Human,Male,unknown,unknown
Portrait of a wizard in red,Human,Male,unknown,unknown
Portrait of a wizard with a broomstick,Human,Male,unknown,unknown
Portrait of a wizard with a walrus moustache,Human,Male,unknown,unknown
Portrait of Five Wizards,unknown,unknown,unknown,unknown
Abraham Potter,Human,Male,unknown,unknown
Albus Potter,Human,Male,Slytherin,Half-blood
Charlus Potter's son,Human,Male,unknown,Pure-blood
Charlus Potter,Human,Male,unknown,Pure-blood
Fleamont Potter,Human,Male,Gryffindor,Pure-blood
Hardwin Potter,Human,Male,unknown,unknown
Harry Potter,Human,Male,Gryffindor,Half-blood
Henry Potter,Human,Male,unknown,Pure-blood
James Potter I,Human,Male,Gryffindor,Pure-blood
James Potter II,Human,Male,Gryffindor,Half-blood
Ralston Potter,Human,Male,unknown,unknown
Nugent Potts,Human,Male,unknown,unknown
Ernest Prang,Human,Male,Gryffindor,unknown
Percival Pratt,Human,Male,Gryffindor,unknown
Malcolm Preece,Human,Male,Hufflepuff,unknown
Prendergast,Human,Male,unknown,unknown
Prentice,Human,Male,unknown,Muggle
Fabian Prewett,Human,Male,unknown,Pure-blood
Gideon Prewett,Human,Male,unknown,Pure-blood
Ignatius Prewett,Human,Male,unknown,Pure-blood
Molly Weasley's father,Human,Male,unknown,Pure-blood
Priest who comforted Nicholas de Mimsy-Porpington,Human,Male,unknown,Muggle
Prime Minister's political opponent,Human,unknown,unknown,Muggle
Prime Minister's predecessor,Human,Male,unknown,Muggle
Apollyon Pringle,Human,Male,unknown,Squib
Graham Pritchard,Human,Male,Slytherin,unknown
Demetrius Prod,Human,Male,unknown,unknown
Portrait of a Professor,Human,Male,Gryffindor,unknown
Ptolemy,Human,Male,unknown,unknown
Adrian Pucey,Human,Male,Slytherin,unknown
Sidney Puckeridge,Human,Male,Hufflepuff,unknown
Gordon Pummell (I),Human,Male,unknown,unknown
Gordon Pummell (II),Human,Male,Slytherin,unknown
Chroniculus Punnet,Human,Male,unknown,unknown
Augustus Pye,Human,Male,unknown,unknown
Lancaster Pyke,Human,Male,unknown,unknown
Pyrites,Human,Male,unknown,Pure-blood
Argo Pyrites,Human,Male,unknown,unknown
Pythagoras,Human,Male,unknown,unknown
Samuel G. Quahog,Human,Male,unknown,unknown
Bastien Queensbury,Human,Male,Slytherin,unknown
Portrait of a Quidditch player,Human,Male,Gryffindor,unknown
Unidentified Quidditch referee,Human,Male,unknown,unknown
Quidditch World Cup programme seller,Human,Male,unknown,unknown
Quigley,Human,Male,unknown,unknown
Finbar Quigley,Human,Male,unknown,unknown
Hambledon Quince,Human,Male,unknown,Pure-blood
Cranville Quincey,Human,Male,unknown,unknown
Thiago Quintana,Human,Male,unknown,unknown
Quirinus Quirrell,Human,Male,Ravenclaw,Half-blood
Edward Rabnott,Human,Male,unknown,unknown
Urquhart Rackharrow,Human,Male,unknown,unknown
Raczidian,Human,Male,unknown,unknown
Daniel Radcliffe (in-universe),Human,Male,unknown,Muggle
Radulf,Human,Male,unknown,unknown
Ragnok,Goblin,Male,unknown,unknown
Ragnok the Pigeon-Toed,Goblin,Male,unknown,unknown
Ragnuk,Goblin,Male,unknown,unknown
K. Rammelle,Human,Male,unknown,unknown
Neil Randall,Human,Male,Gryffindor,unknown
Xavier Rastrick,Human,Male,unknown,unknown
Erika Rath's father,Human,Male,unknown,unknown
Erika Rath's friend (I),Human,Male,Ravenclaw,unknown
Unidentified Ravenclaw boy (I),Human,Male,Ravenclaw,Pure-blood
Unidentified Ravenclaw boy (II),Human,Male,Ravenclaw,Pure-blood
Unidentified Ravenclaw boy (IV),Human,Male,Ravenclaw,unknown
Ravenclaw Lad (I),Human,Male,Ravenclaw,unknown
Unidentified Ravenclaw Prefect (I),Human,Male,Ravenclaw,unknown
Unidentified Ravenclaw Prefect (II),Human,Male,Ravenclaw,unknown
Ravenclaw Wizard Duelling Champion,Human,Male,Ravenclaw,unknown
Hengist Rawkes,Human,Male,unknown,unknown
Raymond,Human,Male,Ravenclaw,unknown
Reading visitor in the Three Broomsticks Inn,Human,Male,unknown,unknown
Red,Goblin,Male,unknown,unknown
Red Cap in the Forbidden Forest,Red Cap,Male,unknown,unknown
Reginald Cattermole's father,Human,Male,unknown,unknown
Reginald Oddpick,Human,Male,unknown,unknown
Ivan Renshaw (I),Human,Male,unknown,unknown
Ivan Renshaw (II),Human,Male,unknown,unknown
Maisy Reynolds's father,Human,Male,unknown,unknown
George von Rheticus,Human,Male,unknown,unknown
Ricbert,Goblin,Male,unknown,unknown
Iefan Rice,unknown,Male,unknown,unknown
Richard I,Human,Male,unknown,Muggle
Anthony Rickett,Human,Male,Hufflepuff,unknown
Thomas Riddle,Human,Male,unknown,Muggle
Tom Riddle,Human,Male,Slytherin,Half-blood
Tom Riddle Senior,Human,Male,unknown,Muggle
Harvey Ridgebit,Human,Male,unknown,unknown
J. C. M. van Riemsdijk,Human,Male,unknown,Muggle
Roy Rifenderg,unknown,Male,unknown,Muggle
Ripper,Dog,Male,unknown,unknown
Oliver Rivers,Human,Male,Ravenclaw,unknown
Gawain Robards,Human,Male,unknown,unknown
Roberts,Human,Male,unknown,Muggle
Roberts children,Human,unknown,unknown,Muggle
Michael Robinson,Human,Male,Slytherin,unknown
Barry Rochester,Human,Male,Gryffindor,unknown
Rogue alchemist,Human,Male,unknown,unknown
Romanian vampire,Vampire,Male,unknown,unknown
Graham Romsey,Human,Male,Hufflepuff,unknown
Ronan,Centaur,Male,unknown,unknown
Augustus Rookwood,Human,Male,unknown,Pure-blood
Wallace Rosenberg,unknown,Male,unknown,Muggle
Rosier (male),Human,Male,unknown,Pure-blood
Evan Rosier,Human,Male,Slytherin,Pure-blood
Felix Rosier,Human,Male,Slytherin,Pure-blood
Ross (Crup),Crup,Male,unknown,unknown
Isobel Ross's father,Human,Male,unknown,unknown
Rowan Khanna's uncle,Human,Male,unknown,Pure-blood
Rowboat owner,Human,Male,unknown,Muggle
Damocles Rowle,Human,Male,unknown,Pure-blood
Thorfinn Rowle,Human,Male,unknown,Pure-blood
Roy,Human,Male,Slytherin,unknown
Greg Ruczinski,Human,Male,unknown,unknown
Grugwyn Rufford,Human,Male,unknown,unknown
Albert Runcorn,Human,Male,unknown,Pure-blood
Barry Ryan,Human,Male,unknown,unknown
W. de S. Trenholm,Human,Male,unknown,Muggle
Sabre,Dog,Male,unknown,unknown
Carl Sagan,Human,Male,unknown,Muggle
Herb Salient,Human,Male,unknown,unknown
Albert Sallow,Human,Male,unknown,unknown
Zeph Salvage,Human,Male,unknown,unknown
Sam (dog),Dog,Male,unknown,unknown
Sam (Obliviator),Human,Male,unknown,unknown
Sam (vandal),Human,Male,unknown,Muggle
Jason Samuels,Human,Male,Ravenclaw,unknown
Sanguini,Vampire,Male,unknown,unknown
Joshua Sankara,Human,Male,unknown,unknown
Vasco Santini,Human,Male,unknown,unknown
Rafael Santos,Human,Male,unknown,unknown
Noriyuki Sato,Human,Male,unknown,unknown
Nicholas Saunders (in-universe),Human,Male,unknown,Muggle
George Savill,Human,Male,unknown,unknown
Almeric Sawbridge,Human,Male,unknown,unknown
Andrew Saxby,Human,Male,Gryffindor,unknown
William Sayre,Human,Male,unknown,Pure-blood
Scabior,Human,Male,Slytherin,Pure-blood
Gideon Scalby,Human,Male,Slytherin,unknown
Lorcan Scamander,Human,Male,unknown,Pure-blood
Lysander Scamander,Human,Male,unknown,Pure-blood
Newton Scamander,Human,Male,Hufflepuff,Pure-blood
Rolf Scamander,Human,Male,unknown,Pure-blood
Theseus Scamander,Human,Male,Hufflepuff,Pure-blood
Bruno Schmidt,Human,Male,unknown,Pure-blood
Bruno Schmidt's father,Human,Male,unknown,unknown
Scouthibou,Owl,Male,unknown,unknown
Brutus Scrimgeour,Human,Male,unknown,unknown
Rufus Scrimgeour,Human,Male,unknown,unknown
Sean,Human,Male,unknown,Muggle
Roderick Seaton,Human,Male,Gryffindor,unknown
Sebastian,unknown,Male,unknown,unknown
Second semi-finalist of the 1379 duelling contest,Human,Male,unknown,unknown
Secret student sweetshop manager,Human,Male,Ravenclaw,unknown
Unidentified male Seer,Human,Male,unknown,unknown
Nelson Selgado,unknown,Male,unknown,Muggle
Selwyn,Human,Male,Slytherin,Pure-blood
Seventh-floor corridor Gryffindor Prefect,Human,Male,Gryffindor,unknown
Kingsley Shacklebolt,Human,Male,unknown,Pure-blood
Percival Shacklehorn,Human,Male,unknown,unknown
Shady Character,Human,Male,unknown,unknown
Shafiq (1920s),Human,Male,unknown,Pure-blood
William Shakespeare,Human,Male,unknown,Muggle
